file,ground_truth,baseline_prediction,finetuned_prediction
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009907.wav,chuyện đó có sức tàn phá không thể tin nổi, Chuyện đó có sự tạng phá không thể tin nổi.,chuyện đó có sự tràn phá không thể tin nổi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012119.wav,công an huyện quảng ngãi đã triệu tập bố mẹ của cháu lĩnh là nguyễn văn vĩnh và võ thị thủy để lấy lời khai, Công an huyện Quảng Ngãi đã triệu tập bố mẹ của Châu Linh là Nguyễn Van Vinh và Võ Thị Thủy để lấy lời 2.,công an huyện quảng ngãi đã triệu tập bố mẹ của cháu lĩnh là nguyễn văn vĩnh và võ thị thủy để lấy lời khai
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000239.wav,út nhím nhanh nhẩu trả lời nghiêng nghiêng đôi má hồng bầu bĩnh chờ đợi," Út nhím nhanh nhậu trả lời, nghiêng nghiêng đôi má hồng bầu bình chờ đợi.", Út nhím nhanh nhẩu trả lời nghiêng nhiêng đôi má thồng bầu bĩnh chờ đợi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008000.wav,tôi cần một cái khăn choàng, Tui cân mốt gái khăn chó ăn.,tôi cần một cái khăn choạm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003671.wav,Sau khi Tòa sơ thẩm tuyên án bị cáo Vũ làm đơn kháng cáo, you,tôi có thể gửi bộ phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009766.wav,Da của cô cũng bị nổi mẩn xù xì, Giá của cô cũng bị nổi bận.,Gia cuốc cô cũng bị nỗi mẫn xù xị
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002664.wav,mặc dù độc tài Park được nhiều người hàn quốc yêu mến, 마켓옵타이예요. 루즈니몬한 이멘.,mặc dược vài giác phát được nhiều người hẳn yêu mến
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012367.wav,có lẽ ngày mai trời sẽ có tuyết, Có lẽ ngày mai trời xè có tuyết,có lẽ ngày mai trời sẽ có tuyết
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009859.wav,trên mộ ông sẽ chỉ có một phiến đá giản dị, Chuyện mộ ổn sẽ chỉ có mục tiền đạt dạy.,trên mộ ông sẽ chỉ có một tỉnh đá diễn dễ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000398.wav,ăn xong bữa cơm trưa lão ngư lê hận ngồi bệt trước hiên nhà đan lưới," Ăn xong bớ cơm trưa, láo ngư lê hận, ngồi bệt chức khiên nhà đan lưới.",Anh xong bớ cơm chưa láo ngơ lê hận ngồi bệt chức hiên nhà đan lưới
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006666.wav,kênh SCTV mười lăm, Cơn SCTV 15,kênh SCTV mười lăm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005843.wav,Tốt nghiệp đại học Duyên trở về quê ở Quảng Bình, Tổng nhân Đại học diễn trở kết quý ở Quảng Bình.,Tốt nghiệm đại học diễn trở về quê ở Quang Bình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007138.wav,taxi của tôi đang chờ phải không, Tạc si của tôi đang chờ vậy không?,tắc xi của tôi đang chờ phải không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011033.wav,vui lòng cho tôi chìa khóa phòng hai một năm, Vui lòng cho tôi chiều khỏa phòng 2.1.5.,vui lòng cho tôi chìa khóa phòng hai một năm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011749.wav,chúng ta có nên đến rạp chiếu phim không, Chúng ta có nên đánh đặt chứ phim không?,Chúng ta có nên đến rập chứ phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008721.wav,Trong trường hợp này vấn đề về sức khỏe tinh thần có trước," Trong trường hợp này, vấn đề về sức khỏe tinh thần có trước.",Trong trường hợp này vấn đề về sức khỏe tinh thần có chứ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006598.wav,tốt lắm nhưng tôi hi vọng bạn hiểu một ít tiếng nhật, Tốt lắm nhưng tôi hy vọng bạn hiểu một ít chiến nhật.,Tốt lắm nhưng tôi hi vọng bạn hiểu một ít tiếng Nhật
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003174.wav,các chàng trai trẻ lên ngôi vua châu âu, Các sáng chạy chạy lên ngươi của châu Âu,cách sạn sẽ trẻ lên ngôi vừa châu âu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012414.wav,bạn nói đùa đúng không, Ba nói đùa đúng không?,bạn nói đùa đúng không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005956.wav,ngày mai tôi sẽ lấy tại,日後也會舉辦,ngày mai tôi sẽ lấy tại
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009496.wav,Làm như vậy bạn có thể phòng chống tình trạng say xe," Lần như vậy, bọn có thể phòng chống tình cảm phai xa.",Lần như vậy bạn có thể phòng chống tình trạng phay xác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010806.wav,ta có thể đi leo núi ở đâu, Ta có thể đi leo núi ở đâu?,ta có thể đi leo núi ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004169.wav,Đây là tháng thứ hai liên tiếp doanh số nhà mới đã suy giảm ở Mỹ," Đây là tháng từ 2 liên tiệp, tránh số 50 đạt phi dạm UMI.",đây là tháng thứ hai liên tiếp danh số nhà mới đã phi giảm ở mỹ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008724.wav,tôi không thích đàn ông bạn có thể hiểu ý của tôi không," Tôi không thích đàn ông, bạn có thể hiểu ý của tôi không?",tôi không thích đàn ông bạn có thể hiểu ý của tôi không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003465.wav,bạn muốn mang bao nhiêu hành lý xách tay, Bạn bún mang bao nhiêu hoài lý sẽ cay?,bạn bốn mang bao nhiêu hoàn lý sách tai
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000849.wav,Bạn còn trẻ con đường phía trước còn dai, Bàn con trẻ con đường phía trước con giái.,Bạn con trẻ con đường phía trước còn giai
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004814.wav,Vô hình chung cái không hoàn hảo lại thắng thế, ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ ლ,Vô hình chung cái không hoàn hảo lại thắng thế
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002327.wav,khi đó cô tránh xa hút thuốc không bao giờ uống rượu cũng như về muộn," Khi đó, cô tránh xa hút thuốc không bao giờ ống dựa cũng như về muộn.",khi đó cô tránh xa hút thuốc không bao giờ ống rượu cũng như về muộn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005997.wav,Nếu một ngày tôi không đi hát tôi không biết mình sẽ phải làm gì," Nếu một ngay tôi không đi hạc, tôi không việc thì sẽ phải làm gì.",Nếu một ngày tôi không đi hác tôi không biết gì sẽ phải làm gì
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013353.wav,trả tiền cao cho dịch vụ kém, Chào tiến cao cho dịch vụ kém.,trả tiến cao cho dịch vụ kém
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002155.wav,tôi muốn có vài thiết bị trượt băng, Tôi muốn có vài thiết bị triệt bằng,tôi muốn có vài thiết bị trượt bằng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008845.wav,một đoạn kè bạch đằng sử dụng sắt sắt trái với thiết kế, Một gọn kê bật danh sử dụng sắp trái bự kê.,một gọn kè bạch đàn sử dụng xác trái với bất cứ kế
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008051.wav,Lê Hải Yến giành ngôi vị cao nhất Miss Việt Đức 2010, Lê Hải Ấn dân ngôi vị cao nhất mít Việt Đức 2010.,Lê Hải Yến dần ngôi vị cao nhất Miss Việt Đức 2010
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008458.wav,Ngoài ra có những người cả nam lẫn nữ không thích bao cao su, Ngoài ra có những người cả nam lận nữ không thích bao cao xu.,Ngoài ra có những người cả nam lẫn nữ không thích bao cao su
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012031.wav,hy vọng là năm sau làm ăn khá hơn, Hi vọng là năm sau làm ăn khá hơn,hy vọng là năm sau là mang khá hơn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000959.wav,Hương nghệ tây khiến bạn được khích lệ cổ vũ, Hơn nghề tài chuyện bàn được kế tích cổ vụ.,Hương nghề Tây khiến bạn được kíchích cổ vũ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002983.wav,như thế này đủ rồi cảm ơn," Như thế này đủ rồi, cảm ơn",như thế này đủ rồi cán ơn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005407.wav,thì lại có công tác đột xuất, Thì lại có công tác độc xuất.,thì lại có công tác đột xuất
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007960.wav,cùng chuẩn và ngũ hai đối tượng khác chuyên làm nhiệm vụ đưa người sang trung quốc là nguyễn vũ hải và võ cảnh dũng cùng trú tại bắc giang cũng bị cảnh sát bắt," Cùng chuẩn và ngủ, hai đối tượng khác chuyên nằm nhiệm vụ đưa người sang Trung Quốc là Nguyễn Vũ Hải và võ cảnh dũng, cùng chú tại Bắc Giang cũng bị cảnh sát bắt.",cùng chuẩn và ngũ hai đối tượng khác chuyên làm nhiệm vụ đưa người xăng trung quốc là nguyễn vũ hải và võ cảnh dũng cùng trú tại bắc giang cũng bị cảnh sát bắt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006969.wav,Hết lớp mẫu giáo lớn Tiểu Khiêu sẽ phải lên lớp một," Hết lực màu dạo lớn, tiểu thiếu sẽ phải lên lực 1.",Hết lực màu giáo lớn tiểu khiêu sẽ phải lên lớp một
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_003512.wav,Cựu ngôi sao của MU cho biết Hai năm tại Bồ Đào Nha với Sporting Lisbon rất tuyệt vời," Cựu ngũ xeo của EMU cho biết, hai năm tại Bộ Đạo Nha với Shrubox Tinh Lisbord rất tuyệt vời.",Kửu ngũ sao của emu cho biết hai năm tại bộ đạo nhà với reporting list box rất tuyệt vời
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010225.wav,Vì thế sách tham khảo nhiều nhưng hiệu quả tham khảo chắc chắn không nhiều," Vì thế, sách, thám khảo nhiều, những yếu quả thám khảo chắc chặn không nhiều.",Vì thế sách thám khảo nhiều những yếu quả thám kảo chắc chắn không nhiều
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004121.wav,anh ơi mua đồ cho em đi," Anh ơi, mua đồ cho em đi.",anh ơi mua đồ cho em đi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005227.wav,ti vi chuyển kênh bẩy, VV triển kênh 7,ti vi chuyển kênh bẩy
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004239.wav,Không làm được bài thí sinh cũng phải nộp giấy thi, Không làm được bay thì xíu xíu cũng phải nụp giấy thí.,Không làm được bài thì sinh cũng phải nộp giấy thi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007860.wav,Lỗi này đồng nghĩa với việc bạn không có quyền tải file về từ Server, Lỗi nay đông nghiệm với việc ban không có quyền tại phái từ V2 Server,Lỗi này đồng nghĩa với việc bạn không có quyền tái phai từ V to server
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009823.wav,Tôi không phải như vậy tôi vẫn chê, Tôi không phải như vậy. Tôi vẫn kê.,tôi không phải như vậy tôi vẫn chê
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001612.wav,không đồng ý với giải thích của tiến sĩ khải, Không đồng ý với giải thích của tiến sĩ Khải.,không đồng ý với giải thích của tiến sĩ khải
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010699.wav,anh có thể giảm tải một ít không, Anh có thể dành tại 1 ít không?,anh có thể giảm tải một ít không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006084.wav,Đó là Anh Thơ Tân Nhàn Thành Lê và Lê Mận, Đầu là anh thử tấn nhạng thanh lệ và lệ mình.,Đó là anh Thơ tân nhan thành Lê và Lê mận
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005324.wav,Ngoài ra còn tiền trường tiền sách vở quần áo, Ngoài là con tiên trương tiến sách vừa quân ảo.,Ngoài ra còn tiền trường tiền sách vừa ở quần áo
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001261.wav,chúng tôi phải lấy viên đạn ra, chúng tôi phải lệnh viên đàn ra,chúng tôi phải lấy viên đàn ra
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002499.wav,tôi chỉ trở thành gánh nặng cho lớp mà thôi, Tôi chỉ trở thành gánh nặng cho lớp mà thôi.,tôi chỉ trở thành gánh nặng cho lớp mà thôi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006122.wav,tôi có thể mượn khăn mặt của anh được không, Tôi khói mỡ khăn mặt của anh được không?,tôi khói mượn khăn mặt của anh được không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001928.wav,chúng tôi đã trình đơn và họ đã hứa, Chúng tôi đã chỉnh đơn và họ đã hứa.,chúng tôi đã trình đơn và họ đã hứa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008887.wav,Dung về ú ớ kể cô đã có chồng ở chỗ nào thì không rõ," Dung về, ua, kẻ, cô đã có chồng ở chỗ nào thì không rõ.",Dung về u ở kể cô đã có chồng ở chỗ nào thì không rõ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009369.wav,tôi bị chứng mất ngủ, Tôi bị chứng mất ngủ,tôi bị chứng mất ngủ N
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000669.wav,Ích kỷ là chỉ biết có mình không quan tâm đến người khác, ít kỷ là chỉ biết có mình không quan tâm đến người khác,Xích kỹ là chỉ biết có mình không quan tâm đến người khác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006176.wav,Để sử dụng bạn hãy nhấp chuột vào tập tin, Để sử dụng bạn hãi nhấp cho qua tập tinh sau.,Để sử dụng bạn hãy nhấp chuột vào tập tin sao
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004706.wav,bàn phím có tất cả các phím chức năng đặc biệt không, ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ ḍ,bạn phím có tất cả các phím chức năng đặc biệt không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010136.wav,chào em bà nội của anh cũng tên hạnh, Chào em bà nổi của anh cũng tiến hạnh.,chào em bà nỗi của anh cũng tên hãnh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001809.wav,xin chào đây là phòng tám trăm mười lăm," Xin chào, đây là phòng 815",xin chào đây là phòng tám trắng mười lăm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004980.wav,tôi ở khách sạn này khi tôi đến đây cách đây hai năm, Tôi ở khách trạng này khi tôi đến đây cách đây 2 năm,tôi ở khách sạn này khi tôi đến đây cách đây hai năm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011309.wav,tôi phải đầu tư trang phục phải chịu những gièm pha về cách ăn mặc, Tôi phải đầu tư trang phục phải chịu những gièm pha về cách ăn mặt.,tôi phải đầu tư trang phục phải chịu những giàm phá về cách ăn mặc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012405.wav,sẽ xử hình sự vụ buôn bán gỗ sưa ở bắc ninh, Sẽ xử hình trời dù buông bán gỗ xưa ở Bắc Ninh.,sẽ xử hình sự dù buông bán gỗ xưa ở bắc ninh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006684.wav,gửi sang nhật bằng đường biển mất mấy ngày, Người sang Nhật bằng đường biển mất mấy ngày.,gửi sang nhật bằng đường biển mất mấy ngày
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004117.wav,anh có đang nghe tôi không, Anh có đang nghe tôi không?,anh có đang nghe tôi không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006292.wav,tôi muốn làm việc cho công ty ABC, Tôi muốn làm việc cho công ty ABC.,tôi muốn làm việc cho công ty ABC
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004866.wav,Nhưng điều tôi hài lòng nhất là máy móc thiết bị tiên tiến sản phẩm chính hãng," Nhưng đưa tôi hai lâu nhật là máy móc, thiệt bì, tiến tiến, sản phẩm chính hàng.",Nhưng địa tôi hài lòng nhất là máy móc thiết bị tiên tiến sản phẩm chính hãng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010296.wav,Không chỉ vì họ dễ tính hơn mà họ tin nhau là chính, Không chỉ vì họ về tỉnh ơn mà họ tin nhau là chính,Không chỉ vì họ dễ tính hơn mà họ tin nhau là chính
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003102.wav,xin lỗi anh có thể lái xe chậm hơn không," Xin lỗi, anh có thể lái xe chậm hơn không?",xin lỗi anh có thể lái xe chậm hơn không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006394.wav,ban đầu nhà em cũng phản đối ghê lắm vì chẳng ai chấp nhận con gái mình cứ suốt ngày quần đùi áo bó vật nhau uỳnh uỵch, Ban đầu nhà em cũng phải nối ghê lắm vì chẳng ai chấp nhận con gái mình cứ suốt ngày quần đùi áo bó vật nhau hình quyệt.,ban đầu nhà em cũng phải nối ghê lắm vì chẳng ai chấp nhận con gái mình cứ suốt ngày quần đùi áo bó vật nho quình quịch
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006804.wav,bạn đã đặt trước chưa, Bạn đã đặt trước chưa?,bạn đã đặt trước chưa
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000805.wav,đỗ đũa trồng trong mùa hè lớn nhanh và sớm có quả dẫu bị bỏ tưới đỗ đũa vẫn ra quả trĩu giàn," Đỗ đua trồng trong mùa hè lớn nhanh và sớm có quả, dấu bị bỏ tới, đỗ đua vẫn ra quả chịu giảm.",đỗ đũa chồng trong mùa hè lớn nhanh và sớm có quả dỗ bị bỏ tưới đỗ đua vẫn ra quả triệu dàn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004975.wav,tôi muốn đặt vé đi Chicago, Tôi muốn đặc vẽ đi Chicago,tôi muốn đặt vé đi Chicago
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009534.wav,lấy tĩnh chế động, Lấy tỉnh chế động.,lấy tỉnh chế động
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005537.wav,Tuy nhiên thức ăn cá rồng thích nhất là sâu gián và thạch sùng," Tuy nhiên, tức ảnh trại lông tiếc nhất lá 6 tạm át hạch xuống.",Tuy nhiên thức ăn cá rồng thịt nhất là sâu giám và thách dùng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002510.wav,quí vị có bị đau họng không, Quý vị có bị đau họng không?,quí vị có bị đau họng không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000692.wav,Đó là hệ thống lò sưởi cứu hỏa bảo vệ chống trộm," Đó là hệ thông lo sưỡi, phú hỏa, bảo vệ chống trộm.",Đó là hệ thống lòn sưởi phú hỏa bảo vệ trống trộm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007753.wav,Do điều kiện nền đất yếu nên Big Ben đã có xu hướng nghiêng về phía Tây Bắc, Do điều kiện nên đất yếu nên Big Bang đã có xu hưởng nghiêng về phía Tây Bắc.,Do điều kiện nên rất yếu nên Big Bang đã có xu hướng nghiêng về phía Tây Bắc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009641.wav,Chức vô địch chỉ có một trong khi hai đội đều cố gắng đạt được, Chức vô địch chỉ có 1 trong khi 2 đội đều cố gắng đạt được.,Chức vô địch chỉ có một trong khi hai đội đều cố gắng đặt được
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007518.wav,trong, Tchau!,trong
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004219.wav,tôi nghĩ đơn hàng của chúng ta chưa đến, Tôi nghĩ đơn hàng của chúng ta chưa đến,tôi nghĩ đồn hàng của chúng ta chưa đến
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000449.wav,và cho tôi khoai tây chiên, Và cho tôi khoai tay chiên,và cho tôi khoai tây chiên
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001807.wav,một bức biếm họa mô tả nhà tiên tri là con lừa vừa uống bia vừa đi tiểu tiện," Một bức bím họ mô tả nhà tinh tri là con lửa, vừa uống bia vừa đi tiêu tiện.",một bức bím họ mô tã nhà tiên tri là con lừa vừa uống bia vừa đi tiểu tiện
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001757.wav,Bạn muốn con cái mình phát triển tính cách hướng ngoại sống hòa đồng phải không, và muốn con cái mình phát tiền tỉnh cách ngoài sống hoa đông phải không?,bạn muốn con cái mình phát triển tính cách ngoại sống hòa đồng phải không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004792.wav,anh có thể tìm thấy hành lý của tôi không, Anh có thể tìm thấy hành lý của tôi không?,Anh có thể tìm thấy hành lý của tôi không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006732.wav,ai vi phạm luật sẽ bị người trong cộng đồng nhạo báng bêu rếu, A vi phạm 1 sẽ bị mùi trong cộng đồng nhọc bán nơi rẽu.,a vi phạm được sẽ bị ngùi trong cộng đồng nhỏ bán bêu reo
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006487.wav,bạn có biết bệnh viện nào có bác sĩ nói tiếng nhật bản không," Bạn có biết bình huyện nào có bác sĩ nấu chiến nhập, bạn không?",bạn có biết bệnh viện nào có bác sĩ nối tiếng nhật bạn không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010672.wav,Trong các phòng học này có các loại đồ dùng như đồ chơi sách báo, you,tôi có thể gửi bộ phim không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001634.wav,đi cùng đại gia chứng khoán chẳng lấy làm lạ khi gần đến lúc tính tiền tự nhiên các em xinh ở đâu ùa đến đông như kiến cỏ một anh có hai ba em đeo bám," Đi cùng lại ra trường khoán chẳng lẽ lầm lại khi gần đến lúc tính tiền, tự nhiên các em xinh ở đâu ổ đến đâu như kiến cỏ, một anh có 2-3 em đeo bám.",đị cùng đã ra chứng khoán chẳng lấy lầm lạ khi gần đến lúc tính tiền tự nhiên các em xinh ở đâu ổ đến đâu như kiến cỏ một anh có hai ba em đeo bám
